ts_utc,site_id,endpoint_id,url,level,message,source,line,column,exception_rule_id
2026-04-08T00:06:12+00:00,1,1,https://416-flowers.com,log,✅ Session ID (from API): 1775606766,https://browser.sentry-cdn.com/7.120.4/bundle.tracing.replay.min.js,1,7774,
2026-04-08T00:06:12+00:00,1,1,https://416-flowers.com,error,Failed to load resource: the server responded with a status of 404 (Not Found),https://www.416-flowers.com/service-worker.js,0,0,
2026-04-08T00:06:12+00:00,1,1,https://416-flowers.com,pageerror,Logger is not defined,,,,
2026-04-08T00:06:12+00:00,1,1,https://416-flowers.com,requestfailed,fetch failed: net::ERR_ABORTED,https://analytics.google.com/g/collect?v=2&tid=G-735DRYTNEQ&gtm=45je6461v872526470za200zd872526470&_p=1775606766067&_gaz=1&gcd=13l3l3l3l1l1&npa=0&dma=0&ecid=1943198851&_eu=EAAAAGA&are=1&cid=2090500725.1775606766&ec_mode=a&frm=0&ir=1&pscdl=noapi&sr=1280x720&uaa=x86&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=Linux&uapv=&uaw=0&ul=en-us&_s=1&tag_exp=0~115938465~115938468~116363098~116991817~118128923&sid=1775606766&sct=1&seg=0&dl=https%3A%2F%2Fwww.416-flowers.com%2F&dt=416%20Flowers%20%7C%20Same%20day%20Flower%20Delivery%20Toronto%20%7C%20Funeral%20Flowers&en=page_view&_fv=1&_nsi=1&_ss=1&_ee=1&ep.debug_mode=true&tfd=1825,,,
2026-04-08T00:06:21+00:00,3,3,https://lejardin.com,log,3 H1 element(s) converted to DIV on homepage,https://www.lejardin.com/,10897,12,
2026-04-08T00:06:21+00:00,3,3,https://lejardin.com,warning,yui: NOT loaded: squarespace-cldr_resource_pack,https://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js,7,25309,
2026-04-08T00:06:21+00:00,3,3,https://lejardin.com,warning,yui: NOT loaded: squarespace-common_vendors_stable,https://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js,7,25309,
2026-04-08T00:06:21+00:00,3,3,https://lejardin.com,warning,yui: NOT loaded: squarespace-common_vendors,https://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js,7,25309,
2026-04-08T00:06:21+00:00,3,3,https://lejardin.com,warning,yui: NOT loaded: squarespace-user_account_core,https://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js,7,25309,
2026-04-08T00:06:21+00:00,3,3,https://lejardin.com,warning,yui: NOT loaded: squarespace-performance,https://assets.squarespace.com/universal/scripts-compressed/common-vendors-stable-fbd854d40b0804b7-min.en-US.js,7,25309,
